name,dateissue,Value
????,13980713,327305.8
????,13980710,326117.2
????,13980709,326098.1
????,13980708,324705.9
????,13980707,318250.6
????,13980706,320023.9
????,13980703,314409.2
????,13980702,312206.5
????,13980701,311471.4
????,13980631,302103.6
????,13980630,297712.6
????,13980627,294166.6
????,13980626,302082.1
????,13980625,305917.2
????,13980624,302395.7
????,13980623,304460.1
????,13980620,299930.7
????,13980617,296731.8
????,13980616,294601.6
????,13980613,290178.5
????,13980612,285573.6
????,13980611,283062.7
????,13980610,286114.8
????,13980609,284139.2
????,13980606,278674.9
????,13980605,278469.9
????,13980604,274871.8
????,13980603,269225.3
????,13980602,269986.1
????,13980530,266127.2
????,13980528,262941
????,13980527,260992
????,13980526,261405.8
????,13980523,261391.5
????,13980522,257097.2
????,13980520,255876.2
????,13980519,255306.4
????,13980516,255163.3
????,13980515,255512
????,13980514,256698.2
????,13980513,255530.2
????,13980512,254453.9
????,13980509,254445.7
????,13980508,252898.1
????,13980507,252488.3
????,13980506,252324.7
????,13980505,252275.4
????,13980502,252864.6
????,13980501,251278.3
????,13980431,253056.8
????,13980430,249661.6
????,13980429,246437.4
????,13980426,246790.4
????,13980425,246268.1
????,13980424,253303.3
????,13980423,253577.8
????,13980422,250605
????,13980419,249622.1
????,13980418,248716.1
????,13980417,249252.6
????,13980416,246447.5
????,13980415,245445.6
????,13980412,248944
????,13980411,248275.9
????,13980410,247122.5
????,13980409,248533
????,13980405,248577.8
????,13980404,245098.7
????,13980403,242568.1
????,13980402,237459.9
????,13980401,233886.1
????,13980329,234879.4
????,13980328,237148.2
????,13980327,238160.7
????,13980326,238220.2
????,13980325,234167.7
????,13980322,233352.8
????,13980321,230617.5
????,13980320,230267.7
????,13980319,229808.8
????,13980318,226888.2
????,13980313,226983.4
????,13980312,224544.4
????,13980311,222387.8
????,13980308,224476.8
????,13980307,223253.8
????,13980305,217573.9
????,13980304,214314.2
????,13980301,215168.6
????,13980231,215091.6
????,13980230,211871.7
????,13980229,212851.5
????,13980228,212747.7
????,13980225,211017.8
????,13980224,211746.4
????,13980223,207751.7
????,13980222,204069.3
????,13980221,209154.9
????,13980218,211344.1
????,13980217,208197.1
????,13980216,215820.6
????,13980215,224057.3
????,13980214,224589.6
????,13980211,220109
????,13980210,216642
????,13980209,214867.6
????,13980208,209243.9
????,13980207,205287.4
????,13980204,203776.9
????,13980203,202857.5
????,13980202,204322
????,13980131,204375.3
????,13980128,199911.3
????,13980127,201890.8
????,13980126,201805.8
????,13980125,196084.1
????,13980124,195202.7
????,13980121,193978.3
????,13980120,190425.1
????,13980119,188592.8
????,13980118,188073.8
????,13980117,186535.5
????,13980111,185281.1
????,13980110,185358
????,13980107,181542.4
????,13980106,179766.4
????,13980105,179194.3
????,13971228,178659.1
????,13971227,175898.8
????,13971226,172522.5
