name,dateissue,Value
????,13980713,65184
????,13980710,64535.3
????,13980709,64814.4
????,13980708,64393.8
????,13980707,63035.5
????,13980706,62899.7
????,13980703,61284
????,13980702,60480.8
????,13980701,60258.1
????,13980631,58808.2
????,13980630,57412.1
????,13980627,56395.4
????,13980626,57815.3
????,13980625,58143.7
????,13980624,57071.9
????,13980623,57037.2
????,13980620,55894.9
????,13980617,54966.4
????,13980616,54146.6
????,13980613,53019.3
????,13980612,51846.4
????,13980611,51542.9
????,13980610,52341.4
????,13980609,52279.2
????,13980606,51487.3
????,13980605,51589.6
????,13980604,50832.8
????,13980603,49348.8
????,13980602,49462.5
????,13980530,48339.8
????,13980528,47227.6
????,13980527,46460
????,13980526,46204.9
????,13980523,45757.7
????,13980522,45015.4
????,13980520,44532.1
????,13980519,44166.8
????,13980516,43795.3
????,13980515,43450.5
????,13980514,43266.3
????,13980513,42624
????,13980512,41978.9
????,13980509,41578.8
????,13980508,41031.8
????,13980507,40667.5
????,13980506,40679.9
????,13980505,40524.3
????,13980502,40217.1
????,13980501,39945
????,13980431,40644.1
????,13980430,40526.4
????,13980429,40332.6
????,13980426,40544.7
????,13980425,40694.6
????,13980424,41985.8
????,13980423,42270.9
????,13980422,42039
????,13980419,42002.4
????,13980418,41786
????,13980417,41708.7
????,13980416,40864.9
????,13980415,40539.5
????,13980412,40798.6
????,13980411,40365.2
????,13980410,39904.9
????,13980409,39994
????,13980405,39839.3
????,13980404,39589.3
????,13980403,39419.3
????,13980402,38563.5
????,13980401,37839.4
????,13980329,38496.3
????,13980328,39128.6
????,13980327,39255.7
????,13980326,39849
????,13980325,39736.9
????,13980322,39885.3
????,13980321,39315.1
????,13980320,39059.1
????,13980319,38459.1
????,13980318,37441.4
????,13980313,36862.7
????,13980312,35997.3
????,13980311,35245.5
????,13980308,35393.1
????,13980307,35081
????,13980305,34345.7
????,13980304,33501.9
????,13980301,33307.3
????,13980231,32920.7
????,13980230,32410
????,13980229,32713.9
????,13980228,32439.2
????,13980225,31748.9
????,13980224,31427.8
????,13980223,30500.2
????,13980222,29932
????,13980221,30551.6
????,13980218,30151.8
????,13980217,30116.7
????,13980216,31196.9
????,13980215,32091
????,13980214,31973.1
????,13980211,31111.6
????,13980210,30573.1
????,13980209,30293.2
????,13980208,29666.3
????,13980207,29165.9
????,13980204,28642.3
????,13980203,28282.2
????,13980202,28391.4
????,13980131,28325.4
????,13980128,27516.8
????,13980127,27728.9
????,13980126,27900.6
????,13980125,27295.7
????,13980124,27119.8
????,13980121,26643.1
????,13980120,25952.4
????,13980119,25646.8
????,13980118,25559.3
????,13980117,25147.3
????,13980111,24686.6
????,13980110,24488.6
????,13980107,24015.3
????,13980106,23755.7
????,13980105,23306.7
????,13971228,23012
????,13971227,22727
????,13971226,22446.4
????,13971225,22273.5
????,13971222,22081
????,13971221,21953.7
????,13971220,21919.2
????,13971219,21767.2
????,13971218,21593.6
????,13971215,21619.7
????,13971214,21593.8
????,13971213,21651.5
????,13971212,21631.2
????,13971211,21534
????,13971208,21458.1
????,13971207,21249.9
????,13971206,21309.1
????,13971205,21217.4
????,13971204,21134.3
????,13971201,20941.5
????,13971130,20863.2
????,13971129,20780.6
????,13971128,20659.9
????,13971127,20840.2
????,13971124,20879.5
????,13971123,20907.5
????,13971121,20862.4
????,13971117,20803.4
????,13971116,20684.6
????,13971115,20690.8
????,13971114,20597.9
????,13971113,20941.5
????,13971110,20973
????,13971109,20827.7
????,13971108,20747.1
????,13971107,20746.4
????,13971106,20725.2
????,13971103,20604.5
????,13971102,20375.3
????,13971101,20186.4
????,13971030,20632.1
????,13971029,20713.8
????,13971026,20618.2
????,13971025,20553.2
????,13971024,20402.7
????,13971023,20276.4
????,13971022,20151.7
????,13971019,20018
????,13971018,19897.4
????,13971017,19792.3
????,13971016,19664.1
????,13971015,19650.8
????,13971012,19674.6
????,13971011,19710.2
????,13971010,19556.3
????,13971009,19427.4
????,13971008,19349.8
????,13971005,19194.9
????,13971004,19024.5
????,13971003,19030.4
????,13971002,18952.3
????,13971001,18742.9
????,13970928,18759.8
????,13970927,18989.3
????,13970926,19141.7
????,13970925,19250.6
????,13970924,19474.9
????,13970921,19539
????,13970920,19518.6
????,13970919,19518.8
????,13970918,19547.2
????,13970917,19533.9
????,13970914,19326.4
????,13970913,19102.1
????,13970912,19149.6
????,13970911,18942.9
????,13970910,18766.1
????,13970907,19199.2
????,13970906,19384.1
????,13970905,19355.7
????,13970903,19713.9
????,13970830,19853
